ablation,environment_seed,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,raw_episode_reward,sample_action_fraction
no_coordination_constraint,1018,0.36160714285714285,0.6383928571428572,19.14584000000018,27.811885286899123,0.028240778942094813,9.490162037037038,43.0,59.0,186.66666666666666,0.9131944444444443,0.3302176339285714,-151.35666666666748,0.6238425925925926
no_coordination_constraint,1019,0.3175438596491228,0.6824561403508772,19.14584000000018,28.39281734152696,0.0238894144137952,9.095775462962964,42.0,59.333333333333336,177.66666666666666,0.9062499999999999,0.2877720922677063,-182.36900000000023,0.6203703703703703
no_coordination_constraint,1020,0.3424836601307189,0.657516339869281,19.5458400000002,27.540248359265487,0.02777183424901765,8.60300925925926,40.816666666666684,58.0,182.0,0.9009452160493828,0.3085697319051077,-174.62677777777824,0.6212384259259259
no_coordination_constraint,1021,0.31718061674008813,0.6828193832599118,19.245840000000186,27.66833377655367,0.01896302854195146,8.801793981481481,41.333333333333336,55.666666666666664,183.66666666666666,0.8877314814814815,0.28157376815141133,-196.00533333333388,0.6284722222222222
no_coordination_constraint,1022,0.2769726247987117,0.7230273752012882,18.979173333333506,27.780487312650067,0.020712074198358053,9.784143518518519,44.48333333333335,61.0,173.0,0.8566743827160493,0.2372741098586509,-218.5671111111116,0.6076388888888888
no_coordination_constraint,1023,0.33505154639175255,0.6649484536082475,19.329173333333518,28.173412349677125,0.021739458046939834,9.130787037037038,42.15000000000001,56.0,178.0,0.8796296296296294,0.2947212676594119,-173.08766666666716,0.6218171296296297
no_coordination_constraint,1024,0.452991452991453,0.5470085470085471,19.645840000000206,27.734086011533236,0.022331962229466956,8.419849537037036,40.333333333333336,56.0,183.0,0.9548611111111112,0.4325439221272555,-120.90333333333346,0.6328125
no_coordination_constraint,1025,0.2639902676399027,0.7360097323600973,19.712506666666872,27.631273780374894,0.01881412959151498,8.17505787037037,39.333333333333336,51.333333333333336,182.66666666666666,0.8352623456790124,0.22050793570334326,-265.4857777777775,0.6304976851851852
no_coordination_constraint,1026,0.21980676328502416,0.7801932367149759,19.4458400000002,28.031244741185912,0.02041548459620933,8.701099537037036,41.0,54.333333333333336,177.0,0.8923611111111112,0.19614700751476113,-240.89166666666685,0.6226851851851852
no_coordination_constraint,1027,0.2719298245614035,0.7280701754385964,18.99584000000017,27.875509386714086,0.02069592542697217,9.6015625,43.666666666666664,59.666666666666664,182.33333333333334,0.9027777777777778,0.24549220272904484,-214.36933333333363,0.6085069444444445
no_coordination_constraint,1028,0.35099337748344367,0.6490066225165564,19.495840000000197,27.621479294635346,0.022815319989440946,8.820891203703704,41.30000000000003,57.0,179.66666666666666,0.9408757716049383,0.33023605490147984,-163.80677777777828,0.625
no_coordination_constraint,1029,0.31950844854070665,0.6804915514592933,19.445840000000196,27.800474848912,0.020369945516505644,8.973958333333334,42.0,60.0,178.33333333333334,0.8743248456790124,0.27935476759401495,-195.316111111111,0.6252893518518519
no_coordination_constraint,1030,0.3593073593073593,0.6406926406926408,19.029173333333507,27.873481980284083,0.012761054216263742,9.279224537037036,42.816666666666684,58.0,178.33333333333334,0.8993055555555557,0.3231271043771044,-157.14900000000054,0.6209490740740741
no_energy,1001,0.44334433443344334,0.5566556655665567,14.929173333333395,27.869978979177933,0.015184012705601919,9.72974537037037,40.0,56.666666666666664,80.33333333333333,0.8993055555555557,0.3990992849284929,21.075666666666645,0.3336226851851852
no_energy,1002,0.4893882646691636,0.5106117353308365,15.879173333333469,28.1960693899323,0.023479386419560003,10.224537037037036,44.333333333333336,63.666666666666664,79.33333333333333,0.93383487654321,0.4569960292689694,58.65144444444451,0.3391203703703704
no_energy,1003,0.4291666666666667,0.5708333333333333,14.662506666666749,28.045742792782573,0.024446469060001752,9.497395833333334,38.333333333333336,60.333333333333336,57.0,0.9340277777777778,0.4010054976851852,-25.281666666666677,0.2986111111111111
