policy,training_seed,environment_seed,scenario,regime,raw_episode_reward,event_recall,missed_event_rate,total_energy_consumption,harvested_energy,final_battery,mean_aoi,p95_aoi,max_aoi,redundant_sampling,network_coverage,network_utility,samples_delivered,samples_requested,sample_rejections,channel_blocks,sleep_actions,sample_actions,sample_action_fraction
Refined QMIX,101.0,265,volatile,coordinated,99.40233333333327,0.5947712418300654,0.40522875816993464,10.245839999999918,27.98375888147913,0.1956329675661374,5.728298611111111,20.0,36.0,39.0,0.9846643518518517,0.5856500393367223,201,231,0,30,921,231,0.20052083333333334
Refined QMIX,101.0,266,volatile,coordinated,156.84900000000002,0.6018518518518519,0.39814814814814814,11.195840000000006,27.890752547560385,0.23175420730004498,6.908854166666667,26.0,64.0,49.0,0.9574652777777778,0.5762522505144033,220,256,0,36,896,256,0.2222222222222222
Refined QMIX,101.0,267,volatile,coordinated,76.80733333333332,0.5164319248826291,0.4835680751173709,11.495839999999967,27.718363271717983,0.09265991775073057,6.150173611111111,24.0,41.0,51.0,0.922164351851852,0.476235111284994,226,257,0,31,895,257,0.2230902777777778
Refined QMIX,101.0,268,volatile,coordinated,105.51366666666671,0.5,0.5,12.395840000000009,27.939534635875663,0.07870594623134565,6.477430555555555,29.450000000000045,48.0,59.0,0.9103009259259258,0.4551504629629629,244,292,0,48,860,292,0.2534722222222222
Refined QMIX,101.0,269,volatile,coordinated,134.65200000000002,0.6337209302325582,0.36627906976744184,11.59584000000006,27.698701959345428,0.33537074117345483,4.302083333333333,14.0,26.0,50.0,0.9809027777777778,0.6216186208010336,228,274,0,46,878,274,0.2378472222222222
Refined QMIX,101.0,270,volatile,coordinated,66.29399999999995,0.5333333333333333,0.4666666666666667,9.245839999999875,27.852182761709685,0.2087088848475548,5.845486111111111,18.0,39.0,36.0,0.9444444444444444,0.5037037037037037,181,200,0,19,952,200,0.1736111111111111
Refined QMIX,102.0,251,volatile,coordinated,212.7056666666667,0.6636363636363637,0.3363636363636363,12.445840000000077,27.542592320189158,0.22412690935260116,5.186631944444445,18.450000000000045,43.0,58.0,0.9641203703703705,0.6398253367003368,245,290,0,45,862,290,0.2517361111111111
Refined QMIX,102.0,252,volatile,coordinated,144.18800000000007,0.6710526315789473,0.32894736842105265,11.245840000000047,28.339202192280926,0.26296838445082377,5.072048611111111,18.0,39.0,41.0,0.9826388888888888,0.6594024122807017,221,255,0,34,897,255,0.22135416666666666
Refined QMIX,102.0,253,volatile,coordinated,121.38499999999993,0.7117117117117117,0.28828828828828834,9.845839999999972,27.788916963476087,0.23009399479795617,5.325520833333333,18.0,32.0,32.0,0.9947916666666666,0.7080048798798798,193,210,0,17,942,210,0.18229166666666666
Refined QMIX,102.0,254,volatile,coordinated,115.15299999999999,0.5610859728506787,0.43891402714932126,12.245840000000072,27.82388285000191,0.24666530277084886,4.491319444444445,15.0,35.0,56.0,0.9548611111111112,0.5357591754650578,241,292,0,51,860,292,0.2534722222222222
